City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
410,waipawa,-41.4122,175.5153,289.65,62,70,3.53,NZ,1674530369
411,misratah,32.3754,15.0925,287.11,69,4,3.96,LY,1674530370
412,vilhena,-12.7406,-60.1458,293.56,98,51,1.44,BR,1674530129
413,okhotsk,59.3833,143.3,246.0,76,92,6.23,RU,1674530371
414,camabatela,-8.1881,15.375,288.77,99,100,1.07,AO,1674530371
415,hengyang,26.8881,112.615,281.1,26,10,6.79,CN,1674530372
416,chibuto,-24.6867,33.5306,295.45,93,99,0.84,MZ,1674530373
417,dukat,62.55,155.55,244.99,95,100,2.02,RU,1674530373
418,chadiza,-14.0678,32.4392,290.32,98,100,1.45,ZM,1674530374
419,moron,-34.6534,-58.6198,300.01,60,0,2.45,AR,1674530375
420,bonavista,48.6499,-53.1147,273.48,97,100,12.03,CA,1674530376
421,mayo,38.8876,-76.5119,278.24,64,100,5.66,US,1674530376
422,warmbad,-28.45,18.7333,290.64,52,44,7.17,NA,1674530377
423,bonao,18.9369,-70.4092,294.33,80,5,1.47,DO,1674530378
424,plettenberg bay,-34.0527,23.3716,293.29,82,99,4.29,ZA,1674530379
425,kropotkin,45.4375,40.5756,273.49,77,7,6.08,RU,1674530380
426,road town,18.4167,-64.6167,297.2,69,43,8.6,VG,1674530347
427,goderich,43.7501,-81.7165,273.66,80,100,9.26,CA,1674530381
428,mnogovershinnyy,53.9353,139.9242,242.71,86,100,1.69,RU,1674530382
429,mvuma,-19.2792,30.5283,290.44,89,100,2.54,ZW,1674530382
430,varde,55.6211,8.4807,274.81,82,100,2.57,DK,1674530383
431,basna,21.2833,82.8167,294.08,35,3,1.35,IN,1674530384
432,port hardy,50.6996,-127.4199,278.25,100,100,2.06,CA,1674530384
433,shanhetun,44.7,127.2,248.58,75,15,4.25,CN,1674530385
434,ilo,-17.6394,-71.3375,294.52,89,55,2.58,PE,1674530386
435,bako,5.7833,36.5667,292.71,45,38,1.25,ET,1674530386
436,smidovich,48.6,133.8167,239.21,89,34,0.45,RU,1674530387
437,arcos de la frontera,36.7508,-5.8106,278.88,60,0,3.06,ES,1674530388
438,ntungamo,-0.8833,29.65,289.46,90,56,1.68,UG,1674530388
439,saint stephen,50.3333,-4.9,275.3,93,10,3.6,GB,1674530389
440,tefe,-3.3542,-64.7114,295.93,98,100,1.15,BR,1674530390
441,salaga,8.5508,-0.5188,301.49,58,22,2.18,GH,1674530390
442,yokadouma,3.5167,15.05,292.99,38,100,0.19,CM,1674530391
443,sikeston,36.8767,-89.5879,277.54,87,0,1.54,US,1674530392
444,bontang,0.1333,117.5,302.21,64,100,0.27,ID,1674530393
445,severodvinsk,64.5635,39.8302,266.21,86,16,5.13,RU,1674530172
446,dunmore town,25.5,-76.65,297.96,80,44,4.21,BS,1674530394
447,puerto escondido,15.85,-97.0667,298.61,73,0,0.0,MX,1674530395
448,dicabisagan,17.0818,122.4157,300.13,69,63,4.68,PH,1674530395
449,tarko-sale,64.9225,77.785,236.43,100,19,2.09,RU,1674530396
450,shimoda,34.6667,138.95,284.35,59,100,12.43,JP,1674530397
451,abu zabad,12.35,29.25,291.23,28,41,5.13,SD,1674530397
452,nouadhibou,20.931,-17.0347,290.84,68,0,7.55,MR,1674530398
453,egvekinot,66.3167,-179.1667,246.52,82,11,5.71,RU,1674530399
454,acajutla,13.5928,-89.8275,297.91,71,8,3.16,SV,1674530399
455,dunga bunga,29.7493,73.2432,285.61,49,100,2.75,PK,1674530400
456,saint-joseph,-21.3667,55.6167,295.36,82,100,1.99,RE,1674530401
457,ceres,37.5949,-120.9577,282.62,64,0,2.06,US,1674530338
458,mendi,-6.1761,143.6513,291.76,83,100,1.87,PG,1674530402
459,fuerte olimpo,-21.0415,-57.8738,294.88,96,100,1.86,PY,1674530403
460,mildura,-34.2,142.15,296.33,52,96,3.25,AU,1674530174
461,cairo,30.0626,31.2497,288.57,100,0,2.57,EG,1674529922
462,mussomeli,37.5778,13.7513,277.52,88,10,1.39,IT,1674530405
463,linxia,35.6003,103.2064,261.67,60,3,1.07,CN,1674530406
464,funtua,11.5233,7.3081,290.58,21,9,3.86,NG,1674530406
465,santa cruz,-17.8,-63.1667,297.85,83,75,2.06,BO,1674530214
466,pisco,-13.7,-76.2167,295.18,78,0,6.17,PE,1674530407
467,bud,39.447,-86.1758,272.16,89,24,3.26,US,1674530372
468,mount pleasant,32.7941,-79.8626,282.04,72,0,3.09,US,1674530409
469,half moon bay,37.4636,-122.4286,286.1,50,0,3.09,US,1674530409
470,aksarayskiy,46.7924,48.0119,269.41,47,14,3.92,RU,1674530410
471,batabano,22.7164,-82.2881,296.49,84,6,3.4,CU,1674530412
472,minab,27.1467,57.0801,286.04,29,6,7.08,IR,1674530413
473,umm lajj,25.0213,37.2685,293.59,67,0,3.24,SA,1674530414
474,gwembe,-16.4975,27.6069,290.0,97,100,4.01,ZM,1674530414
475,yima,34.7381,111.8839,267.4,15,0,5.45,CN,1674530415
476,kathu,7.9178,98.3332,302.42,99,87,3.34,TH,1674530416
477,haapsalu,58.9431,23.5414,273.66,88,100,6.81,EE,1674530416
478,nhulunbuy,-12.2333,136.7667,301.49,83,75,4.63,AU,1674530417
479,ariquemes,-9.9133,-63.0408,295.1,98,84,1.09,BR,1674530418
480,kattivakkam,13.2167,80.3167,299.2,63,97,4.14,IN,1674530419
481,dwarka,22.2394,68.9678,291.0,49,0,7.07,IN,1674530419
482,itarema,-2.9248,-39.9167,297.96,85,15,2.12,BR,1674530420
483,sabang,5.8933,95.3214,298.19,88,100,8.95,ID,1674530421
484,caluquembe,-13.7833,14.6833,287.08,97,100,0.93,AO,1674530421
485,praia da vitoria,38.7333,-27.0667,288.57,77,75,8.2,PT,1674530422
486,foumbot,5.5079,10.6356,292.03,37,97,1.03,CM,1674530423
487,sandwick,60.0,-1.25,282.05,100,100,8.23,GB,1674530242
488,payo,-3.7508,103.6372,300.47,71,100,1.06,ID,1674530424
489,zambezi,-13.5432,23.1047,290.62,99,100,1.26,ZM,1674530425
490,kolda,12.8833,-14.95,292.29,62,43,2.14,SN,1674530425
491,fevik,58.3794,8.6766,276.02,94,100,7.52,NO,1674530426
492,pacifica,37.6138,-122.4869,286.92,57,0,3.09,US,1674530427
493,asau,46.4333,26.4,271.66,83,100,2.41,RO,1674530427
494,tiksi,71.6872,128.8694,237.35,100,91,1.55,RU,1674530429
495,bonthe,7.5264,-12.505,297.16,88,47,2.94,SL,1674530430
496,lake city,30.1897,-82.6393,281.4,87,0,0.0,US,1674530430
497,imatra,61.1719,28.7524,273.77,90,100,0.45,FI,1674530431
498,bembereke,10.2283,2.6634,296.15,22,1,1.59,BJ,1674530432
499,abomey,7.1829,1.9912,297.3,84,12,1.85,BJ,1674530432
500,mantua,45.1667,10.7833,280.73,88,67,0.89,IT,1674530433
501,balkanabat,39.5108,54.3671,272.11,46,0,1.43,TM,1674530434
502,coquimbo,-29.9533,-71.3436,290.0,94,0,2.06,CL,1674530249
503,rawah,34.4816,41.9093,282.79,46,0,2.47,IQ,1674530435
504,constitucion,-35.3333,-72.4167,288.35,93,12,1.46,CL,1674530436
505,visby,57.6409,18.296,272.27,86,100,7.2,SE,1674530436
506,vila,42.0304,-8.1588,272.64,84,5,2.37,PT,1674530437
507,awbari,26.5921,12.7805,284.2,24,0,2.33,LY,1674530438
508,zhezkazgan,47.8043,67.7144,260.14,85,100,3.0,KZ,1674530438
509,ulladulla,-35.35,150.4667,297.81,60,29,4.76,AU,1674530440
510,yerbogachen,61.2767,108.0108,232.92,99,81,1.08,RU,1674530441
511,lorengau,-2.0226,147.2712,300.31,81,100,1.97,PG,1674530442
512,bridge city,30.0208,-93.8457,284.16,72,40,3.09,US,1674530442
513,korla,41.7597,86.1469,258.77,83,46,2.25,CN,1674530443
514,presidencia roque saenz pena,-26.7852,-60.4388,299.03,40,0,2.92,AR,1674530444
515,show low,34.2542,-110.0298,266.49,79,20,1.54,US,1674530444
516,zhigansk,66.7697,123.3711,230.56,97,100,3.1,RU,1674530445
517,santiago del estero,-27.7951,-64.2615,302.26,46,0,3.86,AR,1674530446
518,sitka,57.0531,-135.33,280.09,87,100,3.6,US,1674530327
519,dauphin,51.1494,-100.0502,262.23,79,100,3.09,CA,1674530447
520,chippewa falls,44.9369,-91.3929,269.8,91,100,2.06,US,1674530165
521,rabo de peixe,37.8,-25.5833,287.88,67,75,7.2,PT,1674530448
522,esso,55.9333,158.7,260.77,93,100,1.65,RU,1674530449
523,najran,17.4924,44.1277,284.51,39,1,0.94,SA,1674530450
524,kushiro,42.975,144.3747,269.68,68,75,0.51,JP,1674530450
525,krk,45.0258,14.5731,281.7,75,91,4.77,HR,1674530451
526,izhma,65.0083,53.9113,263.24,89,23,4.05,RU,1674530452
527,esmeraldas,-19.7625,-44.3139,294.32,98,100,1.68,BR,1674530453
528,surabaya,-7.2492,112.7508,303.12,74,20,2.06,ID,1674530454
529,de-kastri,51.4667,140.7833,246.5,93,93,4.11,RU,1674530454
530,tilichiki,60.4667,166.1,256.61,94,100,5.8,RU,1674530455
531,bundaberg,-24.85,152.35,301.91,54,3,3.86,AU,1674530456
532,matamoros,25.5333,-103.25,297.21,14,20,6.17,MX,1674530456
533,oak ridge,36.0104,-84.2696,274.67,75,0,0.0,US,1674530362
534,erenhot,43.6475,111.9767,252.5,62,1,6.35,CN,1674530457
535,notodden,59.5594,9.2585,280.93,98,100,0.81,NO,1674530458
536,luoyang,34.6836,112.4536,269.71,13,0,5.9,CN,1674530459
537,vao,-22.6667,167.4833,298.88,84,85,2.61,NC,1674530460
538,macau,22.2006,113.5461,289.74,58,20,11.83,MO,1674530461
539,christchurch,-43.5333,172.6333,290.26,63,100,6.17,NZ,1674530390
540,biak,-0.9131,122.8766,301.21,71,98,0.66,ID,1674530462
541,bara,10.3744,10.7288,293.69,22,48,3.54,NG,1674530462
